"PM25","timestamp","lat","lon"
29.9090909090909,"2021-01-08_19",23.439,120.539
21.9090909090909,"2021-01-08_19",24.98,121.302
27.0909090909091,"2021-01-08_19",22.932,120.18
11.7,"2021-01-08_19",23.846,121.491
16.5454545454545,"2021-01-08_19",22.466,120.456
0.454545454545455,"2021-01-08_19",24.641,121.279
0,"2021-01-08_19",22.205,120.701
10.6363636363636,"2021-01-08_19",23.464,120.44
33.375,"2021-01-08_19",23.514,120.23
0,"2021-01-08_19",23.02,120.227
24.75,"2021-01-08_19",23.183,120.26
9.85714285714286,"2021-01-08_19",24.811,121.002
4.4,"2021-01-08_19",23.325,121.318
2.9,"2021-01-08_19",23.46,121.352
0,"2021-01-08_19",21.941,120.732
21,"2021-01-08_19",23.462,120.173
113.333333333333,"2021-01-08_19",25.081,121.215
29.4545454545455,"2021-01-08_19",23.068,120.35
31.4285714285714,"2021-01-08_19",22.495,120.55
18.2,"2021-01-08_19",22.557,120.538
22.7,"2021-01-08_19",23.789,120.486
27.3636363636364,"2021-01-08_19",23.111,120.155
25.7272727272727,"2021-01-08_19",23.54,120.475
36.6363636363636,"2021-01-08_19",23.403,120.512
28.7272727272727,"2021-01-08_19",22.97,120.294
23.4545454545455,"2021-01-08_19",24.945,121.283
20.5454545454545,"2021-01-08_19",23.538,120.265
123,"2021-01-08_19",23.679,120.312
24.1818181818182,"2021-01-08_19",23.237,120.184
14.3636363636364,"2021-01-08_19",24.903,121.267
20.1818181818182,"2021-01-08_19",23.5,120.378
8.22222222222222,"2021-01-08_19",24.867,121.136
2.5,"2021-01-08_19",23.971,121.606
7.83333333333333,"2021-01-08_19",25.088,121.288
20.3636363636364,"2021-01-08_19",22.766,120.645
18.9,"2021-01-08_19",23.558,120.343
22.3636363636364,"2021-01-08_19",24.168,120.759
15,"2021-01-08_19",24.199,120.501
20.125,"2021-01-08_19",24.164,120.654
17.5454545454545,"2021-01-08_19",23.543,120.634
26.1818181818182,"2021-01-08_19",23.218,120.365
22.6666666666667,"2021-01-08_19",23.343,120.174
10.1818181818182,"2021-01-08_19",25.028,121.247
10.4,"2021-01-08_19",23.465,120.438
16.25,"2021-01-08_19",22.637,120.574
30.3333333333333,"2021-01-08_19",23.101,120.355
3.18181818181818,"2021-01-08_19",24.655,121.4
8.36363636363636,"2021-01-08_19",24.97,121.102
5.90909090909091,"2021-01-08_19",24.737,121.026
24.4545454545455,"2021-01-08_19",23.556,120.669
28.8181818181818,"2021-01-08_19",23.003,120.159
17.6363636363636,"2021-01-08_19",23.587,120.552
21.7272727272727,"2021-01-08_19",23.41,120.313
24.4,"2021-01-08_19",22.427,120.565
67.5454545454545,"2021-01-08_19",22.788,120.614
28.9,"2021-01-08_19",23.715,120.539
2.5,"2021-01-08_19",24.736,121.816
17,"2021-01-08_19",23.432,120.475
28.4545454545455,"2021-01-08_19",23.121,120.181
7.7,"2021-01-08_19",23.254,121.298
52.1818181818182,"2021-01-08_19",24.457,118.308
3.27272727272727,"2021-01-08_19",24.772,121.798
30.2222222222222,"2021-01-08_19",24.591,121.107
8.90909090909091,"2021-01-08_19",23.493,120.455
18.2727272727273,"2021-01-08_19",22.681,120.51
15.2727272727273,"2021-01-08_19",22.627,120.541
1.1,"2021-01-08_19",24.593,121.854
3.2,"2021-01-08_19",24.714,121.098
0.9,"2021-01-08_19",24.634,121.716
16.5454545454545,"2021-01-08_19",22.661,120.565
5.7,"2021-01-08_19",23.639,119.531
30.3333333333333,"2021-01-08_19",24.965,121.278
22.5454545454545,"2021-01-08_19",24.91,121.171
11.7272727272727,"2021-01-08_19",25.023,121.258
24.7272727272727,"2021-01-08_19",23.179,120.153
4.36363636363636,"2021-01-08_19",23.564,119.636
4.18181818181818,"2021-01-08_19",23.557,119.582
0,"2021-01-08_19",22.129,120.776
13.2,"2021-01-08_19",22.597,120.488
1.1,"2021-01-08_19",24.674,121.772
14.8,"2021-01-08_19",24.856,121.217
29.7272727272727,"2021-01-08_19",23.112,120.365
17.9,"2021-01-08_19",23.722,120.308
17.2,"2021-01-08_19",24.979,121.147
1,"2021-01-08_19",24.654,121.763
4.2,"2021-01-08_19",23.495,121.345
4,"2021-01-08_19",24.901,120.988
0,"2021-01-08_19",24.632,121.79
7.18181818181818,"2021-01-08_19",25.087,121.191
8.54545454545454,"2021-01-08_19",25.013,121.103
24.1818181818182,"2021-01-08_19",23.192,120.315
5.7,"2021-01-08_19",23.453,120.749
21.7777777777778,"2021-01-08_19",24.125,120.665
16.3636363636364,"2021-01-08_19",23.621,120.261
25.8,"2021-01-08_19",24.158,120.709
5.63636363636364,"2021-01-08_19",24.845,121.142
5.3,"2021-01-08_19",24.824,121.024
3.90909090909091,"2021-01-08_19",23.56,119.596
28.5454545454545,"2021-01-08_19",23.426,120.448
0,"2021-01-08_19",22.191,120.692
2.6,"2021-01-08_19",24.759,121.815
4.5,"2021-01-08_19",24.879,120.999
26.2,"2021-01-08_19",22.368,120.59
5.9,"2021-01-08_19",23.635,119.522
22.7272727272727,"2021-01-08_19",23.483,120.24
11.9090909090909,"2021-01-08_19",24.159,120.533
19.8181818181818,"2021-01-08_19",23.657,120.35
18.3333333333333,"2021-01-08_19",23.705,120.284
28.8,"2021-01-08_19",24.996,121.335
20.2727272727273,"2021-01-08_19",23.188,120.134
26.6363636363636,"2021-01-08_19",23.292,120.271
30.4545454545455,"2021-01-08_19",23.588,120.56
25.5,"2021-01-08_19",23.679,120.401
12.7272727272727,"2021-01-08_19",24.932,121.122
26.1818181818182,"2021-01-08_19",23.213,120.277
27.0909090909091,"2021-01-08_19",23.685,120.569
13.8181818181818,"2021-01-08_19",23.586,120.695
8,"2021-01-08_19",24.988,121.332
24.7272727272727,"2021-01-08_19",23.54,120.665
0,"2021-01-08_19",22.204,120.751
23.5454545454545,"2021-01-08_19",23.644,120.432
12.9090909090909,"2021-01-08_19",24.205,120.522
25,"2021-01-08_19",22.978,120.186
21.4545454545455,"2021-01-08_19",23.567,120.299
13.6363636363636,"2021-01-08_19",24.86,121.202
17.35,"2021-01-08_19",23.462,120.454
15.25,"2021-01-08_19",23.489,120.464
8,"2021-01-08_19",24.942,121.074
27.1666666666667,"2021-01-08_19",24.957,121.316
26.7272727272727,"2021-01-08_19",24.105,120.699
8.8,"2021-01-08_19",22.978,121.137
1.5,"2021-01-08_19",24.628,121.807
3.6,"2021-01-08_19",24.762,121.758
2.8,"2021-01-08_19",23.998,121.599
9.11111111111111,"2021-01-08_19",25.011,121.206
33,"2021-01-08_19",23.424,120.521
34.8181818181818,"2021-01-08_19",22.94,120.333
23.1818181818182,"2021-01-08_19",24.904,121.148
23.8333333333333,"2021-01-08_19",23.143,120.273
0.5,"2021-01-08_19",23.431,121.321
2.54545454545455,"2021-01-08_19",24.688,121.767
4.76190476190476,"2021-01-08_19",24.861,120.964
2.8,"2021-01-08_19",24.007,121.619
17.5454545454545,"2021-01-08_19",23.562,120.349
9.09090909090909,"2021-01-08_19",25.044,121.14
20.2222222222222,"2021-01-08_19",22.465,120.443
14.8,"2021-01-08_19",22.681,120.486
2.18181818181818,"2021-01-08_19",24.724,121.724
1.2,"2021-01-08_19",23.655,121.419
4.54545454545455,"2021-01-08_19",23.577,119.622
3.54545454545455,"2021-01-08_19",23.784,121.457
4.27272727272727,"2021-01-08_19",23.644,119.596
19.1,"2021-01-08_19",22.548,120.541
21.7272727272727,"2021-01-08_19",23.16,120.246
17.4545454545455,"2021-01-08_19",23.587,120.184
17.0909090909091,"2021-01-08_19",23.56,120.169
32.1818181818182,"2021-01-08_19",23.49,120.504
3.45454545454545,"2021-01-08_19",24.785,121.76
5.5,"2021-01-08_19",23.87,121.508
5.18181818181818,"2021-01-08_19",24.872,120.998
5.6,"2021-01-08_19",24.838,121.052
29.9,"2021-01-08_19",23.713,120.551
28.4545454545455,"2021-01-08_19",23.613,120.294
21.1818181818182,"2021-01-08_19",24.241,120.811
24.8181818181818,"2021-01-08_19",24.954,121.221
20.2727272727273,"2021-01-08_19",24.216,120.7
48.0909090909091,"2021-01-08_19",24.135,120.683
21.5454545454545,"2021-01-08_19",24.145,120.694
19.8181818181818,"2021-01-08_19",24.158,120.66
15.4166666666667,"2021-01-08_19",24.826,121.212
28.3636363636364,"2021-01-08_19",24.939,121.236
25.0909090909091,"2021-01-08_19",24.953,121.22
30.7272727272727,"2021-01-08_19",23.038,120.311
48.8,"2021-01-08_19",23.173,120.596
7,"2021-01-08_19",23.52,120.351
8.45454545454546,"2021-01-08_19",25.005,121.05
8,"2021-01-08_19",24.987,121.047
17.7272727272727,"2021-01-08_19",23.338,120.683
20.2727272727273,"2021-01-08_19",23.6,120.191
5.09090909090909,"2021-01-08_19",23.568,119.481
4,"2021-01-08_19",23.973,121.587
4.3,"2021-01-08_19",23.207,119.429
55.5,"2021-01-08_19",22.971,120.289
19,"2021-01-08_19",22.473,120.465
2.7,"2021-01-08_19",24.744,121.79
16.2727272727273,"2021-01-08_19",24.992,121.273
31.3333333333333,"2021-01-08_19",23.547,120.195
1.9,"2021-01-08_19",22.757,121.159
14.9,"2021-01-08_19",22.666,120.476
14.7,"2021-01-08_19",22.69,120.493
15.4,"2021-01-08_19",22.665,120.48
39.1,"2021-01-08_19",22.468,120.459
24.7272727272727,"2021-01-08_19",24.824,121.311
28.6363636363636,"2021-01-08_19",22.978,120.187
24.3636363636364,"2021-01-08_19",22.979,120.199
8.83333333333333,"2021-01-08_19",25.061,121.387
10.6363636363636,"2021-01-08_19",24.229,120.533
24.0909090909091,"2021-01-08_19",24.109,120.732
13.3636363636364,"2021-01-08_19",24.267,120.573
11.1,"2021-01-08_19",23.471,120.46
22.1818181818182,"2021-01-08_19",24.992,121.311
34.2727272727273,"2021-01-08_19",23.703,120.602
3.9,"2021-01-08_19",24.873,121.018
3.18181818181818,"2021-01-08_19",23.811,121.441
1.18181818181818,"2021-01-08_19",24.683,121.768
2.6,"2021-01-08_19",23.751,121.452
1.4,"2021-01-08_19",24.678,121.761
1.8,"2021-01-08_19",23.744,121.449
6.8,"2021-01-08_19",24.958,121.04
9.63636363636364,"2021-01-08_19",24.962,121.04
21.0909090909091,"2021-01-08_19",24.911,121.155
29.3636363636364,"2021-01-08_19",23.087,120.319
20.2,"2021-01-08_19",25.019,121.405
12.4545454545455,"2021-01-08_19",24.164,120.545
0.3,"2021-01-08_19",22.176,120.838
24.5,"2021-01-08_19",25.047,121.144
22.1818181818182,"2021-01-08_19",24.95,121.206
18.4545454545455,"2021-01-08_19",23.486,120.334
12.4545454545455,"2021-01-08_19",25.058,121.372
29.25,"2021-01-08_19",23.446,120.495
3.7,"2021-01-08_19",24.54,120.921
10.2727272727273,"2021-01-08_19",23.479,120.465
4.3,"2021-01-08_19",24.39,120.696
43.3,"2021-01-08_19",22.363,120.599
20.4,"2021-01-08_19",23.617,120.352
23.0909090909091,"2021-01-08_19",24.997,121.32
15.8181818181818,"2021-01-08_19",23.683,120.189
25.3636363636364,"2021-01-08_19",23.705,120.558
16.0454545454545,"2021-01-08_19",23.501,120.292
7.09090909090909,"2021-01-08_19",25.013,121.137
8.81818181818182,"2021-01-08_19",25.001,121.163
0,"2021-01-08_19",22.024,120.84
16.3,"2021-01-08_19",22.514,120.512
20.9,"2021-01-08_19",22.572,120.573
4.55555555555556,"2021-01-08_19",22.672,121.037
26.6363636363636,"2021-01-08_19",24.094,120.699
11,"2021-01-08_19",23.184,120.136
18.3,"2021-01-08_19",23.795,120.466
17.4,"2021-01-08_19",23.371,120.182
20.4545454545455,"2021-01-08_19",24.906,121.144
28.4545454545455,"2021-01-08_19",23.226,120.35
23.7272727272727,"2021-01-08_19",23.064,120.173
16.2727272727273,"2021-01-08_19",24.192,120.687
18.4,"2021-01-08_19",23.63,120.194
14.6363636363636,"2021-01-08_19",24.247,120.682
26.9090909090909,"2021-01-08_19",22.993,120.18
21.4166666666667,"2021-01-08_19",23.048,120.218
28.6363636363636,"2021-01-08_19",22.962,120.254
2,"2021-01-08_19",23.754,121.468
0,"2021-01-08_19",21.951,120.74
18.7,"2021-01-08_19",22.817,120.605
4.90909090909091,"2021-01-08_19",23.363,119.499
3,"2021-01-08_19",23.988,121.592
4.8,"2021-01-08_19",23.395,121.357
28,"2021-01-08_19",22.923,120.235
19.4,"2021-01-08_19",24.181,120.69
28.4545454545455,"2021-01-08_19",25.011,121.388
3.78947368421053,"2021-01-08_19",23.213,119.428
33.3636363636364,"2021-01-08_19",24.205,120.84
11.0909090909091,"2021-01-08_19",24.243,120.524
28.3636363636364,"2021-01-08_19",24.073,120.702
11.0909090909091,"2021-01-08_19",24.342,120.622
21,"2021-01-08_19",23.603,120.452
8,"2021-01-08_19",24.421,120.909
19.2,"2021-01-08_19",22.548,120.544
3,"2021-01-08_19",24.734,121.094
4.4,"2021-01-08_19",23.668,119.598
1,"2021-01-08_19",24.68,121.689
29.2,"2021-01-08_19",22.787,120.614
29,"2021-01-08_19",23.114,120.234
13.6363636363636,"2021-01-08_19",24.879,121.296
16.6363636363636,"2021-01-08_19",24.25,120.712
23.8181818181818,"2021-01-08_19",23.415,120.384
22.9,"2021-01-08_19",23.588,120.185
15.7272727272727,"2021-01-08_19",24.881,121.304
14.5454545454545,"2021-01-08_19",24.17,120.62
19.7142857142857,"2021-01-08_19",24.195,120.662
14.6190476190476,"2021-01-08_19",23.459,120.455
3.72727272727273,"2021-01-08_19",24.68,121.247
1.54545454545455,"2021-01-08_19",24.671,121.769
8.09090909090909,"2021-01-08_19",23.66,119.661
3.5,"2021-01-08_19",23.884,121.519
6.18181818181818,"2021-01-08_19",24.805,121.033
6.2,"2021-01-08_19",24.82,121.032
6.3,"2021-01-08_19",24.766,121.078
2.8,"2021-01-08_19",24.749,121.789
48.2727272727273,"2021-01-08_19",23.474,120.586
10.5454545454545,"2021-01-08_19",23.49,120.444
1.45454545454545,"2021-01-08_19",24.718,121.688
2.2,"2021-01-08_19",24.697,121.812
17.6363636363636,"2021-01-08_19",25.009,121.297
7.09090909090909,"2021-01-08_19",24.825,121.048
3,"2021-01-08_19",24.865,121.822
5.54545454545455,"2021-01-08_19",24.768,121.057
0,"2021-01-08_19",22.02,120.838
20.9090909090909,"2021-01-08_19",24.957,121.213
20.1,"2021-01-08_19",22.622,120.526
6.1,"2021-01-08_19",23.225,121.28
3.7,"2021-01-08_19",24.737,121.124
17.6,"2021-01-08_19",22.724,120.499
11.6363636363636,"2021-01-08_19",23.475,120.471
9.5,"2021-01-08_19",23.001,121.13
16.2222222222222,"2021-01-08_19",24.009,121.58
16.2727272727273,"2021-01-08_19",25.017,121.313
23.8333333333333,"2021-01-08_19",23.316,120.326
3.90909090909091,"2021-01-08_19",23.493,121.391
31.1111111111111,"2021-01-08_19",23.754,120.614
21.5,"2021-01-08_19",22.849,120.61
18.7,"2021-01-08_19",22.792,120.612
0.636363636363636,"2021-01-08_19",24.627,121.743
2.63636363636364,"2021-01-08_19",24.308,121.749
24.7777777777778,"2021-01-08_19",23.646,120.317
0.454545454545455,"2021-01-08_19",24.466,121.801
14.6363636363636,"2021-01-08_19",24.91,121.084
25.8,"2021-01-08_19",24.936,121.224
13.0909090909091,"2021-01-08_19",24.315,120.69
27.3333333333333,"2021-01-08_19",23.126,120.165
0,"2021-01-08_19",24.907,121.168
18.5454545454545,"2021-01-08_19",24.168,120.659
23.5,"2021-01-08_19",24.093,120.699
26.8,"2021-01-08_19",22.549,120.612
25.2727272727273,"2021-01-08_19",23.135,120.23
3.36363636363636,"2021-01-08_19",24.718,121.146
16.8181818181818,"2021-01-08_19",24.963,121.228
13.4,"2021-01-08_19",24.968,121.251
22.3636363636364,"2021-01-08_19",23.296,120.17
17.9090909090909,"2021-01-08_19",24.163,120.689
16.7272727272727,"2021-01-08_19",24.173,120.639
21.8,"2021-01-08_19",22.468,120.46
27.9,"2021-01-08_19",22.33,120.621
6.63636363636364,"2021-01-08_19",24.85,121.113
1.4,"2021-01-08_19",23.296,121.268
15,"2021-01-08_19",23.36,120.181
3,"2021-01-08_19",23.971,121.6
7,"2021-01-08_19",24.847,121.118
4.4,"2021-01-08_19",24.922,120.982
6.54545454545455,"2021-01-08_19",24.791,121.379
8.36363636363636,"2021-01-08_19",25.102,121.267
23.7272727272727,"2021-01-08_19",22.945,120.23
27.9090909090909,"2021-01-08_19",24.945,121.218
26.8,"2021-01-08_19",23.419,120.426
28,"2021-01-08_19",22.922,120.235
22.75,"2021-01-08_19",25.007,121.316
10.25,"2021-01-08_19",24.958,121.115
19.9090909090909,"2021-01-08_19",24.982,121.304
33.6363636363636,"2021-01-08_19",23.397,120.44
26.8181818181818,"2021-01-08_19",24.977,121.314
21.9,"2021-01-08_19",22.338,120.369
12.8181818181818,"2021-01-08_19",24.184,120.625
39.1,"2021-01-08_19",22.592,120.633
31.1818181818182,"2021-01-08_19",22.994,120.309
22.5238095238095,"2021-01-08_19",23.703,120.433
15,"2021-01-08_19",23.479,120.464
33.5454545454545,"2021-01-08_19",23.612,120.537
4.2,"2021-01-08_19",23.984,121.561
19.4,"2021-01-08_19",22.433,120.511
2.72727272727273,"2021-01-08_19",23.98,121.61
5.66666666666667,"2021-01-08_19",24.066,120.541
4.7,"2021-01-08_19",24.009,121.581
5.90909090909091,"2021-01-08_19",24.817,121.079
4.6,"2021-01-08_19",23.568,119.566
6.5,"2021-01-08_19",23.486,119.515
1.5,"2021-01-08_19",24.6,121.53
27.5454545454545,"2021-01-08_19",22.653,120.631
1.6,"2021-01-08_19",24.66,121.301
1,"2021-01-08_19",22.77,121.145
1.7,"2021-01-08_19",24.656,121.326
8.90909090909091,"2021-01-08_19",24.988,121.044
20.9090909090909,"2021-01-08_19",23.561,120.223
21.3636363636364,"2021-01-08_19",24.126,120.68
18,"2021-01-08_19",22.755,120.5
35.2727272727273,"2021-01-08_19",23.025,120.349
14.1818181818182,"2021-01-08_19",25.02,121.309
24.5714285714286,"2021-01-08_19",22.983,120.246
18.3,"2021-01-08_19",23.54,120.293
23.9090909090909,"2021-01-08_19",23.307,120.208
